ma,ten,dc,so,phong,loai_hinh,loai_trg
79000767,Tiểu học THCS và THPT Quốc Văn Sài Gòn,300 Hòa Bình,Sở Giáo dục và Đào tạo Hồ Chí Minh,,Tư thục,Trường phổ thông
79000774,TH - THCS - THPT Chu Văn An,Số 7 Đường Số 1 Khu Phố 1,Sở Giáo dục và Đào tạo Hồ Chí Minh,,Tư thục,Trường phổ thông
790007B9,Tiểu học THCS và THPT Mùa Xuân,92 Nguyễn Hữu Cảnh phường 22 Quận Bình Thạnh,Sở Giáo dục và Đào tạo Hồ Chí Minh,,Tư thục,Trường phổ thông
79000811,TH THCS THPT Tuệ Đức (2),249/108 Tân Thới Nhất 17,Sở Giáo dục và Đào tạo Hồ Chí Minh,,Tư thục,Trường phổ thông
79000813,Tiểu học THCS và THPT Ngô Thời Nhiệm,65D Hồ Bá Phấn,Sở Giáo dục và Đào tạo Hồ Chí Minh,,Tư thục,Trường phổ thông
79000818,TH - THCS - THPT VẠN HẠNH,781e Lê Hồng Phong P12 Q10,Sở Giáo dục và Đào tạo Hồ Chí Minh,,Tư thục,Trường phổ thông
79000828,TH THCS và THPT Quốc Tế,305 Nguyễn Trọng Tuyển Phường 10 Quận Phú Nhuận,Sở Giáo dục và Đào tạo Hồ Chí Minh,,Tư thục,Trường phổ thông
79000832,TH-THCS-THPT Thanh Bình,192/12 Nguyễn Thái Bình,Sở Giáo dục và Đào tạo Hồ Chí Minh,,Tư thục,Trường phổ thông
79000836,TH THCS và THPT Trương Vĩnh Ký,,Sở Giáo dục và Đào tạo Hồ Chí Minh,,Tư thục,Trường phổ thông
79000848,Tiểu học THCS và THPT Việt Mỹ,,Sở Giáo dục và Đào tạo Hồ Chí Minh,,Tư thục,Trường phổ thông
79000852,TH THCS và THPT Nam Mỹ,,Sở Giáo dục và Đào tạo Hồ Chí Minh,,Tư thục,Trường phổ thông
79000858,Tiểu học THCS và THPT Tân Phú,519 Kênh Tân Hóa,Sở Giáo dục và Đào tạo Hồ Chí Minh,,Tư thục,Trường phổ thông
79000874,Tiểu học THCS và THPT Vinschool,Tòa CC3 khu đô thị Vinhomes Central Park 720A Điện Biên Phủ,Sở Giáo dục và Đào tạo Hồ Chí Minh,,Tư thục,Trường phổ thông
79000888,Tiểu học THCS và THPT Lê Thánh Tông,,Sở Giáo dục và Đào tạo Hồ Chí Minh,,Tư thục,Trường phổ thông
79000C01,PTDL Hermann Gmeiner,697 Quang Trung,Sở Giáo dục và Đào tạo Hồ Chí Minh,,Tư thục,Trường phổ thông
79000C03,Tiểu học THCS và THPT Việt Úc,594 Ba Tháng Hai - phường 14 - Quận 10 - Tp. HCM,Sở Giáo dục và Đào tạo Hồ Chí Minh,,Tư thục,Trường phổ thông
79000C04,THCS Song ngữ Quốc tế Horizon,6-6A-8 dường số 44,Sở Giáo dục và Đào tạo Hồ Chí Minh,,Tư thục,Trường phổ thông
79000C05,Tiểu học THCS và THPT Quốc tế Canada,Số 86 Đường 23,Sở Giáo dục và Đào tạo Hồ Chí Minh,,Tư thục,Trường phổ thông
79000C06,TiH - THCS - THPT QUỐC TẾ BẮC MỸ,1 Đường 5A Kdc Trung Sơn,Sở Giáo dục và Đào tạo Hồ Chí Minh,,Tư thục,Trường phổ thông
79000C07,Tiểu học THCS và THPT Thái Bình Dương,125 Bạch Đằng,Sở Giáo dục và Đào tạo Hồ Chí Minh,,Tư thục,Trường phổ thông
79000C09,TH THCS VÀ THPT Nguyễn Tri Phương,61a Đường 30,Sở Giáo dục và Đào tạo Hồ Chí Minh,,Tư thục,Trường phổ thông
79000C10,Tiểu học THCS và THPT Anh Quốc,,Sở Giáo dục và Đào tạo Hồ Chí Minh,,Tư thục,Trường phổ thông
79000C11,Tiểu học THCS và THPT Emasi Nam Long,,Sở Giáo dục và Đào tạo Hồ Chí Minh,,Tư thục,Trường phổ thông
79000C12,Tiểu học THCS và THPT Mỹ Việt,95 Phan Văn Hớn-Phường Tân Thới Nhất-Quận 12 - Thành Phố Hồ Chí Minh,Sở Giáo dục và Đào tạo Hồ Chí Minh,,Tư thục,Trường phổ thông
79000C13,Tiểu học THCS và THPT Emasi Vạn Phúc,,Sở Giáo dục và Đào tạo Hồ Chí Minh,,Tư thục,Trường phổ thông
79000C15,Tiểu học THCS và THPT Hoàng Gia,,Sở Giáo dục và Đào tạo Hồ Chí Minh,,Tư thục,Trường phổ thông
79000C19,Tiểu học THCS và THPT Albert Einstein,Khu Dân Cư 13c đại lộ Nguyễn Văn Linh xã Phong Phú huyện Bình Chánh TP Hồ Chí Minh,Sở Giáo dục và Đào tạo Hồ Chí Minh,,Tư thục,Trường phổ thông
7900QT01,Tiểu học THCS và THPT Quốc tế Khai Sáng,,Sở Giáo dục và Đào tạo Hồ Chí Minh,,Tư thục,Trường phổ thông
7900QT02,Trường Quốc tế Việt Nam - Phần Lan,,Sở Giáo dục và Đào tạo Hồ Chí Minh,,Tư thục,Trường phổ thông
7900QT2,Trường Quốc tế Việt Nam - Phần Lan,,Sở Giáo dục và Đào tạo Hồ Chí Minh,,Tư thục,Trường phổ thông
79760419,Tiểu học THCS  và THPT Quốc tế Á Châu,Số 41/3-41/4 Bis Trần Nhật Duật,Sở Giáo dục và Đào tạo Hồ Chí Minh,,Tư thục,Trường phổ thông
79767601,Tiểu học THCS và THPT Hòa Bình,69 Trịnh Đình Thảo,Sở Giáo dục và Đào tạo Hồ Chí Minh,,Tư thục,Trường phổ thông
79770601,TiH - THCS - THPT Tây Úc,157 Lý Chính Thắng,Sở Giáo dục và Đào tạo Hồ Chí Minh,,Tư thục,Trường phổ thông
79770702,Tiểu học THCS và THPT Úc Châu,,Sở Giáo dục và Đào tạo Hồ Chí Minh,,Tư thục,Trường phổ thông
79777418,Tiểu học THCS và THPT Ngôi Sao Nhỏ,10 Đường số 22 Phường Bình Trị Đông B Quận Bình Tân,Sở Giáo dục và Đào tạo Hồ Chí Minh,,Tư thục,Trường phổ thông
79760401,TH Hòa Bình,Số 01 Công Xã Paris,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT quận 1,Công lập,Trường phổ thông
79760402,TH Kết Đoàn,2B Lương Hữu Khánh,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT quận 1,Công lập,Trường phổ thông
79760403,TH Đinh Tiên Hoàng,67 Đinh Tiên Hoàng,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT quận 1,Công lập,Trường phổ thông
79760404,TH Lê Ngọc Hân,12 Sương Nguyệt Anh,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT quận 1,Công lập,Trường phổ thông
79760406,TH Chương Dương,296 Bis Bến Chương Dương,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT quận 1,Công lập,Trường phổ thông
79760407,TH Trần Hưng Đạo,81 Trần Đình Xu,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT quận 1,Công lập,Trường phổ thông
79760408,TH Khai Minh,44 Phó Đức Chính,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT quận 1,Công lập,Trường phổ thông
79760409,TH Nguyễn Thái Học,71 Trần Hưng Đạo,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT quận 1,Công lập,Trường phổ thông
79760410,TH Nguyễn Thái Bình,105 Nguyễn Thái Bình,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT quận 1,Công lập,Trường phổ thông
79760411,TH Trần Khánh Dư,53/61 Trần Khánh Dư,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT quận 1,Công lập,Trường phổ thông
79760412,TH Trần Quang Khải,68/29B Trần Quang Khải,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT quận 1,Công lập,Trường phổ thông
79760413,TH Phan Văn Trị,43 Phạm Viết Chánh,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT quận 1,Công lập,Trường phổ thông
79760414,Tiểu học Nguyễn Bỉnh Khiêm,2 Bis Nguyễn Bỉnh Khiêm phường Bến Nghé quận Bình Thạnh,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT quận 1,Công lập,Trường phổ thông
79760415,Tiểu học Đuốc Sống,2 Đinh Công Tráng,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT quận 1,Công lập,Trường phổ thông
79760416,TH Nguyễn Huệ,93-95A Lê Thị Riêng,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT quận 1,Công lập,Trường phổ thông
79760418,TH Lương Thế Vinh,116 Cô Giang,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT quận 1,Công lập,Trường phổ thông
70123015,Tiểu học Nam Việt,,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT quận 12,Tư thục,Trường phổ thông
79761401,TH Phạm Văn Chiêu,2683/1A Kp1,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT quận 12,Công lập,Trường phổ thông
79761402,TH Quang Trung,17b Kp4,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT quận 12,Công lập,Trường phổ thông
79761403,TH Hà Huy Giáp,84/1 Khu Phố 1,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT quận 12,Công lập,Trường phổ thông
79761404,TH Nguyễn Du,A36bis Kp1,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT quận 12,Công lập,Trường phổ thông
79761405,TH Nguyễn Khuyến,30/A1 Kp1A,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT quận 12,Công lập,Trường phổ thông
79761406,TH Trần Văn Ơn,78/4a bis-KP7Trường Chinh,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT quận 12,Công lập,Trường phổ thông
79761407,TH Quới Xuân,219/4 Kp5,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT quận 12,Công lập,Trường phổ thông
79761408,TH Nguyễn Văn Thệ,326 Hà Huy Giáp Kp3,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT quận 12,Công lập,Trường phổ thông
79761409,TH Nguyễn Thị Minh Khai,11at1 Khu Phố 1 Phường Tân Thới Nhất Quận 12,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT quận 12,Công lập,Trường phổ thông
79761410,TH Thuận Kiều,62/14b Kp6,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT quận 12,Công lập,Trường phổ thông
79761411,TH Lê Văn Thọ,225 Kp4 đường Nguyễn Thị Kiểu P.Tân Thới Hiệp Quận 12 TP.HCM,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT quận 12,Công lập,Trường phổ thông
79761412,TH Trần Quang Cơ,Kp3,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT quận 12,Công lập,Trường phổ thông
79761413,TH Hồ Văn Thanh,24/1.kp6,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT quận 12,Công lập,Trường phổ thông
79761414,TH Kim Đồng,Số 1 Đường Số 2,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT quận 12,Công lập,Trường phổ thông
79761415,Tiểu học Nguyễn Trãi,170/4A Kp1,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT quận 12,Công lập,Trường phổ thông
79761416,TH Võ Văn Tần,Khu phố 5,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT quận 12,Công lập,Trường phổ thông
79761418,TH Trương Định,Khu Phố 4,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT quận 12,Công lập,Trường phổ thông
79761419,TH Thần Đồng,229/1/1 A,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT quận 12,Tư thục,Trường phổ thông
79761420,Tiểu học Nguyễn Thị Định,TTN01  -  Khu Phố 3,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT quận 12,Công lập,Trường phổ thông
79761421,TH Nguyễn Thái Bình,Số 21 Đường HT 11 Kp3 Phường Hiệp Thành Quận 12,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT quận 12,Công lập,Trường phổ thông
79761422,Tiểu học Lý Tự Trọng,112/30 khu phố 5,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT quận 12,Công lập,Trường phổ thông
79761423,TH Võ Thị Sáu,Khu phố 3,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT quận 12,Công lập,Trường phổ thông
79761424,TH Võ Thị Thừa,,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT quận 12,Công lập,Trường phổ thông
79762401,TH Nguyễn Trung Trực,962 Kha Vạn Cân,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Thủ Đức,Công lập,Trường phổ thông
79762402,TH Lương Thế Vinh,1 Dân Chủ- KP2- phường Bình Thọ- Quận Thủ Đức- TP Hồ Chí Minh,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Thủ Đức,Công lập,Trường phổ thông
79762404,TH Bình Triệu,144/12 Quốc Lộ 13 KP2,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Thủ Đức,Công lập,Trường phổ thông
79762405,TH Đặng Thị Rành,137 Quốc Lộ 13 cũ  Kp3,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Thủ Đức,Công lập,Trường phổ thông
79762406,TH Hiệp Bình Phước,630 Quốc Lộ 13,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Thủ Đức,Công lập,Trường phổ thông
79762407,TH Thái Văn Lung 1,93/6 Tam Châu Kp5,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Thủ Đức,Công lập,Trường phổ thông
79762408,TH Tam Bình,71 đường 10 Khu phố 3,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Thủ Đức,Công lập,Trường phổ thông
79762409,TH Trần Văn Vân,15 đường 11 Kp4,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Thủ Đức,Công lập,Trường phổ thông
79762410,TH Bình Chiểu,902 tỉnh lộ 43 kp1 p.Bình Chiểu,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Thủ Đức,Công lập,Trường phổ thông
79762411,TH Xuân Hiệp,Linh Xuân,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Thủ Đức,Công lập,Trường phổ thông
79762412,Tiểu học Hoàng Diệu,33 Lê Văn Chí Kp3,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Thủ Đức,Công lập,Trường phổ thông
79762413,TH Nguyễn Văn Triết,57 Hoàng Diệu Kp2,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Thủ Đức,Công lập,Trường phổ thông
79762414,Tiểu học Linh Tây,16/5 Kp2,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Thủ Đức,Công lập,Trường phổ thông
79762415,TH Bình Quới,18/18 Đường 22 Kp4,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Thủ Đức,Công lập,Trường phổ thông
79762416,TH Đặng Văn Bất,30/6 Đường 35 Kp2,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Thủ Đức,Công lập,Trường phổ thông
79762417,Tiểu Học Linh Đông,170 Tô Ngọc Vân,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Thủ Đức,Công lập,Trường phổ thông
79762418,TH Nguyễn Văn Banh,7/9a Kp5,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Thủ Đức,Công lập,Trường phổ thông
79762419,TH Hiệp Bình Chánh,29 đường1 Khu phố 5,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Thủ Đức,Công lập,Trường phổ thông
79762420,TH Từ Đức,6 Đường Đoàn Kết Kp3,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Thủ Đức,Công lập,Trường phổ thông
79762421,TH Trương Văn Hải,76  Phú Châu,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Thủ Đức,Công lập,Trường phổ thông
79762422,TH Nguyễn Văn Lịch,Số 66 Đường 6 Kp3,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Thủ Đức,Công lập,Trường phổ thông
79762423,TH Đào Sơn Tây,61 Hiệp Bình,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Thủ Đức,Công lập,Trường phổ thông
79762424,TH Linh Chiểu,,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Thủ Đức,Công lập,Trường phổ thông
79762427,TH Đỗ Tấn Phong,103 đường Lê Văn Chí Kp 3,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Thủ Đức,Công lập,Trường phổ thông
79762428,TH Nguyễn Văn Tây,Đường số 4 khu phố 2 P.Bình Chiểu Q.Thủ Đức,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Thủ Đức,Công lập,Trường phổ thông
79762429,TH Nguyễn Văn Nở,Số 12 đường 10 Khu phố 3,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Thủ Đức,Công lập,Trường phổ thông
79763401,TH Long Bình,Khu Tái Định Cư Phước Thiện Phường Long Bình Q9,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT quận 9,Công lập,Trường phổ thông
79763402,TH Phước Bình,Đường 18,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT quận 9,Công lập,Trường phổ thông
79763403,TH Tạ Uyên,Khu tái định cư Long Sơn,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT quận 9,Công lập,Trường phổ thông
79763404,TH Đinh Tiên Hoàng,Lê LợiKp2 P.Hiệp PhúQ9,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT quận 9,Công lập,Trường phổ thông
79763405,TH Phú Hữu,Kp4 Đường 898 P.phú Hữu Q.9 Tp HCM,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT quận 9,Công lập,Trường phổ thông
79763406,TH Võ Văn Hát,Kp5 Đỗ Xuân Hợp Phường Phước Long B Quận 9 TPHCM,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT quận 9,Công lập,Trường phổ thông
79763407,TH Long Thạnh Mỹ,35 đường 20 Kp1 Phường Long Thạnh Mỹ Quận 9.,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT quận 9,Công lập,Trường phổ thông
79763408,TH Hiệp Phú,Kp4 P. Hiệp Phú Q9,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT quận 9,Công lập,Trường phổ thông
79763409,TH Nguyễn Minh Quang,284 Hoàng Hữu Nam Giãn Dân,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT quận 9,Công lập,Trường phổ thông
79763410,TH Phước Thạnh,26 Nguyễn Duy Trinh Phước Lai,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT quận 9,Công lập,Trường phổ thông
79763411,TH Trương Văn Thành,Kp3 Lã Xuân Oai,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT quận 9,Công lập,Trường phổ thông
79763412,Tiểu học Phong Phú,Khu phố 3Phường Tăng Nhơn Phú B Quận 9,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT quận 9,Công lập,Trường phổ thông
79763413,TH Long Phước,Ấp Long Thuận,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT quận 9,Công lập,Trường phổ thông
79763414,TH Bùi Văn Mới,Đường Hồ Bá Phấn Kp4,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT quận 9,Công lập,Trường phổ thông
79763415,TH Trường Thạnh,Số 1 Đường 3 Kp Phước hiệp,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT quận 9,Công lập,Trường phổ thông
79763417,TH Tân Phú,Số 7 Đường 138.Khu phố 2.Phường Tân Phú. Quận 9.TpHCM,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT quận 9,Công lập,Trường phổ thông
79763419,TH Lê Văn Việt,KP1  Man Thiện,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT quận 9,Công lập,Trường phổ thông
79763420,TH Nguyễn Văn Bá,Đường 359 Khu Phố 5,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT quận 9,Công lập,Trường phổ thông
79763421,TH Trần Thị Bưởi,,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT quận 9,Công lập,Trường phổ thông
79763422,TH Phạm Văn Chính,,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT quận 9,Công lập,Trường phổ thông
79764401,TH Nguyễn Thượng Hiền,36 Nguyễn Thượng Hiền Phường 1 Quận Gò Vấp,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Gò Vấp,Công lập,Trường phổ thông
79764402,TH Trần Văn Ơn,90 Nguyễn Thái Sơn,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Gò Vấp,Công lập,Trường phổ thông
79764403,Tiểu học Phạm Ngũ Lão,Số 5 Phạm Ngũ Lão,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Gò Vấp,Công lập,Trường phổ thông
79764404,TH Hanh Thông,5 Lê Lợi,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Gò Vấp,Công lập,Trường phổ thông
79764405,TH Nguyễn Viết Xuân,332A Dương Quảng Hàm,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Gò Vấp,Công lập,Trường phổ thông
79764407,TH Trần Quốc Toản,"Cơ sở 1: A20 Phan Văn Trị Phường 7 Gò Vấp TPHCM
Cơ sở 2: 18/183 Nguyễn Du Phường 7 Gò Vấp TPHCM",Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Gò Vấp,Công lập,Trường phổ thông
79764408,TH Kim Đồng,1A Quang Trung phường 10 quận Gò Vấp,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Gò Vấp,Công lập,Trường phổ thông
79764409,TH Nguyễn Thị Minh Khai,31/1c Quang Trung,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Gò Vấp,Công lập,Trường phổ thông
79764410,TH Chi Lăng,645/2 Quang Trung,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Gò Vấp,Công lập,Trường phổ thông
79764411,TH An Hội,2 Phạm Văn Chiêu,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Gò Vấp,Công lập,Trường phổ thông
79764412,TH Lam Sơn,11/3B Phạm Văn Chiêu,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Gò Vấp,Công lập,Trường phổ thông
79764413,TH Lê Thị Hồng Gấm,54/11 Phạm Văn Chiêu,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Gò Vấp,Công lập,Trường phổ thông
79764414,TH Lương Thế Vinh,Số 02 đường 13,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Gò Vấp,Công lập,Trường phổ thông
79764415,TH Lê Hoàn,11/214A Lê Đức Thọ,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Gò Vấp,Công lập,Trường phổ thông
79764416,TH Phan Chu Trinh,40/25A Thống Nhất,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Gò Vấp,Công lập,Trường phổ thông
79764417,TH Võ Thị Sáu,450/19A Lê Đức Thọ,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Gò Vấp,Công lập,Trường phổ thông
79764418,TH Trần Quang Khải,197/2 Nguyễn Văn Lượng P.17 Q.GV Tp.HCM,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Gò Vấp,Công lập,Trường phổ thông
79764419,TH Hoàng Văn Thụ,161/807E Nguyễn Oanh,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Gò Vấp,Công lập,Trường phổ thông
79764420,TH Nhựt Tân,Số 3 đường số 9,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Gò Vấp,Tư thục,Trường phổ thông
79764421,TH Lê Quý Đôn,237/63 Phạm Văn Chiêu,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Gò Vấp,Công lập,Trường phổ thông
79764422,TH Việt Mỹ,982/8 đường Quang Trung,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Gò Vấp,Tư thục,Trường phổ thông
79764423,TH Lê Đức Thọ,688/57/44 Đường Lê Đức Thọ,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Gò Vấp,Công lập,Trường phổ thông
79764424,TH Lê Văn Thọ,1115 Lê Đức Thọ Phường 13 Quận Gò Vấp,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Gò Vấp,Công lập,Trường phổ thông
79765401,Tiểu học Tô Vĩnh Diện,26 Vũ Tùng P1 BT,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Bình Thạnh,Công lập,Trường phổ thông
79765402,TH Lam Sơn,280 Bùi Hữu Nghĩa,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Bình Thạnh,Công lập,Trường phổ thông
79765403,TH Hà Huy Tập,7A Phan Đăng Lưu,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Bình Thạnh,Công lập,Trường phổ thông
79765404,Tiểu học Yên Thế,377 Lê Quang Định P.5 Q.Bình Thạnh,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Bình Thạnh,Công lập,Trường phổ thông
79765405,TH Nguyễn Bá Ngọc,47/55 Nguyễn Văn Đậu,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Bình Thạnh,Công lập,Trường phổ thông
79765406,Tiểu học Bế Văn Đàn,9/1 B Hoàng Hoa Thám p6 QBT,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Bình Thạnh,Công lập,Trường phổ thông
79765407,TH Phan Văn Trị,348 Phan Văn Trị,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Bình Thạnh,Công lập,Trường phổ thông
79765408,TH Bình Hòa,01 Chu Văn An,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Bình Thạnh,Công lập,Trường phổ thông
79765409,TH Trần Quang Vinh,555 Bùi Đình Túy,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Bình Thạnh,Công lập,Trường phổ thông
79765410,TH Bình Lợi Trung,138A Nơ Trang Long,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Bình Thạnh,Công lập,Trường phổ thông
79765411,TH Nguyễn Đình Chiểu,1B Lê Quang Định,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Bình Thạnh,Công lập,Trường phổ thông
79765412,TH Lê Đình Chinh,241 Điện Biên Phủ,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Bình Thạnh,Công lập,Trường phổ thông
